Question Number,Question,Option A,Option B,Option C,Option D,Option E,Option F,Correct Answer,Level,Medical Specialty,Group,umbrella_specialty,,,,,,,,,,,
300,حدد نوع المفصل الركبة (2016),إهليلجي,سرجي,رزي,صائري,,,c,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
219,إصابة الجذع السفلي للضفيرة العضدية: (2009 أولى),هي إصابة الجذر الرقبي السادس .,تؤدي لفقدان حسي في الجانب الوحشي للساعد .,تؤدي لفقدان حسي في الأصابع 4-5 .,فقدان حسي في الجانب الوحشي لليد .,,,c,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
238,كل مما يلي يقع في القسم الصخري للعظم الصدغي ماعدا:,الحفرة الوداجية.,الحفرة ذات البطنين.,الثقبة الخارجية للنفق السباتي.,الثقبة الإبرية الخشائية.,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
696,يعطي العرف العصبي ما يلي عدا,قشر الكظر.,العقد الحسية للنخاع الشوكي.,العقد الذاتية.,لب الكظر.,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
628,من الفؤاد إلى البواب الحافة اليسرى للمعدة:,الانحناء الصغير,الثرب الصغير,الانحناء الكبير,الجسم,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
53,يعبر الثقبة الوداجية الأعصاب القحفية:,9,10,11,""""" سبق",,,D,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
75,يمر الشريان السباتي الداخلي ( الباطن) من :,الحفرة الوداجية.,المسم السمعي الباطن.,الثقبة الخارجية للنفق السباتي.,الثقية الإبرية الخشائية.,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
102,None of the Following is Cartilage of Larynx:,Cricoid cartilage,Arytenoid cartilage,Cuneiform cartilage,Glottis,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
174,عضلات جدار البطن الأمامي الوحشي عدا:,المستقيمة الظهرية,المائلة الخارجية,المائلة الداخلية,المستعرضة البطنية,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
497,يكون توضع المري في المنصف الخلفي :,أمام الرغامي,خلف الأبهر الصدري,خلف الأذينة اليسرى,كل ما سبق خطأ,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
75,عضلة الحجاب الحاجز (كل مايلي صحيح ماعدا):,القسم الضلعي ينشأ من السطوح الظاهرة للغضاريف الستة السفلية,القبة اليمنى أكثر ارتفاعاً من القبة اليسرى,القسم الانسي من المنشأ الفقري يدعى سويقتي الحجاب الحاجز,ضفيرة عضلية وترية تفصل بين جوفي الصدر والبطن,القسم القصي ينشأ من الوجه الباطن لناتئ الرهابة,,A,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
257,من عظام الطرف السفلي ماعدا:,Femur .,Ulna.,Fibula.,Tibia.,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
84,الثلم بين الحديبتين في العضد: (الخاطئة) (2007),يوجد في النهاية العلوية للعضد.,يجاوره من الأنسي الحديبة الصغرى.,يجاوره من الوحشي الحديبة الكبرى.,ينزلق فيه الوتر القصير لذات الرأسين العضدية.,,,d,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
740,من صفات الغدد اللعابية الداخلية عدا:,لها دور في إفراز اللعاب الثانوي,تصب مفرزاتها مباشرة بالفم,تتوضع ضمن الغشاء المخاطي للسان بشكل رئيسي,ترطب الفم خارج أوقات الطعام,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
14,مصطلحات الحركة في مستوى الاطراف,التقريب,التبعيد,القبض,الوجه الراحي,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
118,من صفات الترقوة ما عدا:,الوجه العلوي عليه ميزابة العضلة تحت الترقوة,النهاية الانسية مسطحة,الوجه العلوي أملس,عظم طويل له شكل حرف S,,,A,Y1,Anatomy,ABCD,Anatomy,,118,من صفات الترقوة ما عدا:,عظم طويل له شكل حرف S,النهاية الانسية مسطحة,الوجه العلوي أملس,الوجه العلوي عليه ميزابة العضلة تحت الترقوة,,✅ OK,A,Y1
63,العبارة الخاطئة بالنسبة للغدد العرقية :,لاتشاهد في حشفة القضيب.,عددها عند الإنسان حوالي 3 ل 4 مليون.,جميع هذه الخلايا من النمط merocrine .,تحوي خلايا عاتمة وخلايا نيرة.,,,C,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
1098,كل ما يلي من تلافيف الوجه الأنسي لنصف الكرة المخية ما عدا :,الفصيص حول المركزي,الوتد,خلف المركزي,الحزامي,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
155,توجد الثقبة العوراء,خلف الثلم الانتهائي,في جذر اللسان,أمام الثلم الانتهائي,كل ما سبق خاطئ,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
511,. الغضروف على شكل ورقة الشجر هو,Cricoid,Thyroid,Epig;ottis,Cuneiform,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
187,كل مما يلي من الخلايا الأساسية ما عدا:,Corticotrophs,Gonadotrophs.,Thyrotrophs.,Lactotrophs.,,,D,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
279,يتألف الجزء الناقل من :,الأنف,البلعوم والحنجرة,الرغامى,كل ما سبق صحيح,,,D,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
635,التعصيب الودي للضفيرة الزلاقية من:,المبهم,العقد الصدرية السفلية,العقد الصدرية العلوية,العقد الرقبية,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
1158,العضلة مصرة الحدقة معصبة بألياف :,ودية,نظيرة ودية,شوكية,لا شيء مما سبق,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
422,يعطي الشريان الفصي عدة شرايين:,قطعية,فصية,بين الفصوص,بين الفصيصات,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
125,تتوضع الثقبة المغذية للعضد وانطباع الغرابية العضدية على الوجه:,الانسي,الوحشي,الخلفي,لا شيء مما يلي,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
16,يتوضع أمام الأخدود الأذيني البطيني:,الجيب الإكليلي.,الوريد القلبي الكبير.,الوريد القلبي المتوسط.,الوريد القلبي الصغير.,الوريد القلبي الأمامي.,,E,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
477,من وظائف الفم :,المضع,تشكيل الأصوات,طريق هوائي مساعد,كل ما سبق صحيح,,,D,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
441,الشرايين التالية تفاغرية ماعدا:,شرايين الدماغ,شرايين القلب,شرايين الكبد,شرايين الطرف العلوي,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
576,يصبح الشريان الإبطي عضدياً بعد تجاوزه وتر,ذات الرأس,المدورة الكبيرة,المدورة الصغيرة,ثلاثية الرؤوس,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
140,العضلة المدورة الكبيرة :(2018),من عضلات الكم المدورة للكتف.,تعصب من العصب الإبطي.,تعمل على الدوران الأنسي للذراع.,ترتكز على الحديبة الكبرى للعضد.,,,c,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
523,. يعطي الشريان الفخذي الفروع التالية ماعدا,الشريان الشظوي,الشريان الفخذي العميق,الشريان الشرسوفي السطحي,الشريان المنعكس الحرقفي السطحي,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
296,. الصحيح حول الحفرة النابية,تقع على الوجه الامامي الوحشي للفكي العلوي,تجاوز الثقبة فوق الحجاج,يستند عليها الشريان الفكي,تقع انسي الحديبة النابية,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
42,الشريان الذي يجتاز الثقبة الكبرى:,القاعدي,الفقري,السباتي الباطن,السباتي الظاهر,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
43,Hind-brain,Telen-cephalon,Myelon,Dien- cephalon,Rhomben-cephalon,,,None of the above,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
976,يفرز الكورتيكوستيرون من :,الكبيبية,الحزمية,الشبكية,اللب,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
62,كل ما يلي صحيح عدا :,يمر من الثقبة الشوكية العصب البصري.,يمر من الثقبة المدورة العصب الفكي السفلى.,يمر من النفق البصري الشريان العيني.,يمر من الثقبة المدورة العصب الفكي العلوي.,,,A,Y1,Anatomy,ABCD,Anatomy,,62,كل ما يلي صحيح عدا :,يمر من الثقبة المدورة العصب الفكي العلوي.,يمر من الثقبة المدورة العصب الفكي السفلى.,يمر من النفق البصري الشريان العيني.,يمر من الثقبة الشوكية العصب البصري.,,✅ OK,A,Y1
560,اختر الإجابة الخاطئة بالنسبة لباحة فيرنكا:,هي التلفيف الصدعي العلوي,رقم 22 . 39,بإصابتها المريض لا يستطيع التكلم بطلاقة,بإصابتها المريض لا يفهم الكلام,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
304,في انفصال الشبكية:,يحدث فيه انفصال الطبقتين الصباغية والعصبية,في المنطقة المنفصلة تتموت الخلايا المستقبلة للضوء.,يكمن العلاج الفعال في اعادة التوضع الفوري للشبكية واعادة ربطها باستخدام الليزر.,كل ما سبق صحيح.,,,D,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
654,يدخل سرة الكلية من الخلف للأمام,شریان - وريد - حويضة,وريد - شريان - حويضة,حويضة - شريان - وريد,حويضة - وريد - شريان,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
148,نجد النمط اللقمي من المفاصل الحقيقية الزليلية المتحركة في:,المفصل الأخرمي الترقوي.,المفصل الصدغي الفكي.,مفصل الورك.,المفصل العضدي الزندي.,,,B,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
88,يتألف العظم اللامي من:,جسم,قرن كبير,قرن صغير,كل ما سبق صحيح,,,D,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
292,ينفتح فوق القرين الأنفي العلوي :,الجيب الفكي,الجيب الجبهى,الجيب الوتدي,القناة الدمعية الأنفية,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
66,كل ما يأتي من الهرمونات المتحكمة بنمو الاشعار في فروة الراس والوجه ماعدا:,هرمونات الغدة الدرقية,هرمونات الغدة النخامية,الهرمونات الجنسية.,هرمونات غدة الكظر.,,,B,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
8,تطوق الصفيحة السطحية للفافة الرقبية العميقة: 2015) أولى(,الغدة تحت الفك.,الغدة الدرقية.,الغدة النكفية.,الغمد الإبطي.,A+C .,,e,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
486,الجزء الأعرض من البوق:,القمع,البرزخ,الانبورة,الجزء داخل الرحم,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
92,في النهاية السفلية للعضد: (2008),البكرة وحشية في العضد.,الحفرة المنقارية أعلى البكرة.,اللقيمة الوحشية فوق البكرة العضدية.,الحفرة الزجية على الوجه الأمامي.,,,b,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
169,أي من العظام التالية يقع في الصف القريب ( الداني 9 لعظم الرسغ :,الحمصي.,الكلابي.,النردي.,المربعي .,,,A,Y1,Anatomy,ABCD,Anatomy,,169,أي من العظام التالية يقع في الصف القريب ( الداني 9 لعظم الرسغ :,المربعي .,الكلابي.,النردي.,الحمصي.,,✅ OK,A,Y1
91,كل ما يلى يدخل فى تكوين قبة القحف عدا:,الصحيفة الأفقية من العظم الغربالي .,العظمان الجداريان فى الأعلي.,القسم الصدفي للعظم القذالى فى الخلف.,القسم الصدفي للعظم الجبهي فى الامام.,,,A,Y1,Anatomy,ABCD,Anatomy,,91,كل ما يلى يدخل فى تكوين قبة القحف عدا:,القسم الصدفي للعظم الجبهي فى الامام.,العظمان الجداريان فى الأعلي.,القسم الصدفي للعظم القذالى فى الخلف.,الصحيفة الأفقية من العظم الغربالي .,,✅ OK,A,Y1
49,بعض خلاياه اسطوانية الشكل عندما تكون فعالة,Adipose tissue,Cartilage,Bone,Fibrous connective tissue,Cartilage + bone,,C,Y2,Histology,ABCDE,Anatomy,,,,,,,,,,,
714,كل ما يلي صحيح عن باحات برودمان عدا :,الباحات الحسية أولية وثانوية .,الباحات الثانوية تخزن الذاكرة لكل نوع من الحواس.,عدد الباحات الحسية الأولية ٩ .,الباحات الثانوية الحركية تنظم الفعالية الحركية المكتسبة.,,,C,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
41,يمكن أن تأتي تروية للكظر عبر الشريان:,الكبدي.,الكلوي.,التناسلي.,القطني الأول.,الحجابي العلوي.,,B,Y2,Anatomy,ABCDE,Anatomy,,,,,,,,,,,
876,يفرز الالدستيرون في الكظر من :,الكبيبية,الحزمية,الشبكية,اللب,,,A,Y1,Anatomy,ABCD,Anatomy,,,,,,,,,,,
261,المخاط المفرز من الغدد العنقية:,يتغير قوامه بتأثير البروجسترون.,عند الإباضة يصبح سميك القوام.,تقل لزوجته في المرحلة اللوتينية.,كل ما سبق صحيح.,,,A,Y2,Histology,ABCD,Anatomy,,,,,,,,,,,
8,في القسيم العضلي sarcomere,الشريط I- band I يمثل خيوط الميوزين التي تتداخل مع خيوط الأكتين,الشريط Hand H هو منطقة خيوط الميوسين فقط دون تداخل مع خيوط الأكتين,. الخط Z- line z شريط من الاتصالات بين خيوط الميوسين,الإجابتان الأولى والثانية صحيحتان,كل ما سبق صحيح,,B,Y2,Histology,ABCDE,Anatomy,,,,,,,,,,,
