id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,Reason ,Confidence 
424,Y1,أين يتوضع السرج التركي؟,Anatomy,Anatomy,على الوجه السفلي لجسم العظم الوتدي.,على الوجه العلوي لجسم العظم الوتدي.,على الوجه الأمامي لجسم العظم الصدغي.,على الوجه الخلفي لجسم العظم الوتدي.,,,B,ABCD,correct question & answer,high
426,Y1,ما اسم القسم الواقع بين الرأس والحدبية في الضلع؟,Anatomy,Anatomy,الجسم,الميزابة,العنق,الرأس,,,C,ABCD,correct question & answer,high
442,Y2,ما هي العلاقة التشريحية للعصب الناصف في العضد؟,Anatomy,Anatomy,ينشأ من الحبل الخلفي للضفيرة العضدية .,يمتد خلف الشريان الإبطي .,يمتد بالأعلى وحشي الشريان العضدي .,يعطي فروعا للعضلة العضدية .,,,C,ABCDE,correct question & answer,high
444,Y2,ما الذي يسير في المنصف العلوي خلف القص مباشرة؟,Anatomy,Anatomy,القوس الأبهرية.,الوريد العضدي الراسي الأيسر.,الشريان السباني الأصلي الأيسر.,الرغامي.,العصب الحجابي الأيسر.,,B,ABCDE,correct question & answer,high
450,Y1,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟,Anatomy,Anatomy,الحلقية الطرجهالية الوحشية,الحلقية الطرجهالية الخلفية,الطرجهالية المستعرضة,الطرجهالية المائلة,,,B,ABCD,correct question & answer,high
453,Y1,ما اسم القسم العلوي المتسع من الحالب؟,Anatomy,Anatomy,الحويضة,النفرون,القشر,اللب,,,A,ABCD,correct question & answer,high
468,Y1,أين توجد نقطة التعظم البدئية في لوح الكتف؟,Anatomy,Anatomy,الحفرة تحت الكتف,الحفرة تحت الشوك,الحفرة فوق الكتف,الحفرة فوق الشوك,,,B,ABCD,correct question & answer,high
469,Y1,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟,Anatomy,Anatomy,الابطي,المأبضي,العضدي,القاعدي,,,A,ABCD,correct question & answer,high
489,Y1,من أي شريان يتفرع الشريان المخي الخلفي؟,Anatomy,Anatomy,القاعدي,السباتي الظاهر,الفقري,السباتي الباطن,,,A,ABCD,correct question & answer,high
501,Y1,ما هو أكبر أعضاء الجسم وزناً ومساحة؟,Anatomy,Anatomy,الكبد,الجلد,المعي الدقيق,الكولون,,,B,ABCD,correct question & answer,high
505,Y1,ماذا يشكل نصفا الكرة المخية مع الدماغ البيني؟,Anatomy,Anatomy,المخ,الدماغ,المخيخ,جذع الدماغ,,,A,ABCD,correct question & answer,high
515,Y1,من أين ينشأ الشريان الشوكي الأمامي؟,Anatomy,Anatomy,الفقري,القاعدي,السباتي الباطن,مسبع ويليس,,,A,ABCD,correct question & answer,high
517,Y1,أين يقع الثرب الصغير؟,Anatomy,Anatomy,المعدة والكبد,الكبد والطحال,المعدة والطحال,المعدة والقولون المستعرض,,,A,ABCD,correct question & answer,high
526,Y1,أين تقع صفيحة الأكيمات؟,Anatomy,Anatomy,الدماغ المتوسط .,البصلة.,المخيخ.,الجسر.,,,A,ABCD,correct question & answer,high
529,Y1,ما الباحة التي يحويها التلفيف خلف المركزي؟,Anatomy,Anatomy,الحس الجسدي الأولية,الحركة الأولية,الحس الثانوي,السمع,,,A,ABCD,correct question & answer,high
530,Y1,ما اسم الألياف التي تربط المراكز القشرية بالمحيط؟,Anatomy,Anatomy,إسقاطية,ترابطية,مشاركة,صوارية,,,A,ABCD,correct question & answer,high
531,Y1,ما نوع المفصل الحلقي الطرجهالي؟,Anatomy,Anatomy,الليفي,الزليلي,الزجاجي,المرن,,,B,ABCD,correct question & answer,high
532,Y2,ما هي العقدة اللمفاوية المصرفة لقاع الفم؟,Anatomy,Anatomy,العقد القذالية,العقد خلف الصيوان (الخشائية),العقد أمام الصيوان (النكفية),العقد تحت الفك السفلي,لا مجموعة مما سبق,,C,ABCDE,correct question & answer,high
533,Y1,ما هو رقم العصب الحركي للعضلات الماضغة؟,Anatomy,Anatomy,الأول,الخامس,الثالث,السابع,,,B,ABCD,correct question & answer,high
548,Y1,على ماذا ترتكز العضلة الأخمعية الخلفية بوترها الرقيق؟,Anatomy,Anatomy,الضلع الثاني.,الحدبة الأخمعية.,لوح الكتف.,الترقوة.,,,A,ABCD,correct question & answer,high
554,Y1,على أي وجه يتوضع الثلم المهمازي؟,Anatomy,Anatomy,الأنسي,الوحشي,السفلي,لا شيء مما سبق,,,A,ABCD,correct question & answer,high
557,Y2,ما المنطقة التي يمتد بينها القسيم العضلي (sarcomere)؟,Histology,Anatomy,الشريطين-I-,الشريطين -Z-,الشريطين -A-,الخطين -Z-,كل ما سبق خطأ.,,D,ABCDE,correct question & answer,high
562,Y1,ماذا تنتج الخلايا المجاورة للجريبات في الغدة الدرقية؟,Anatomy,Anatomy,T3,T4,كاليستونين,باراثرمون,,,C,ABCD,correct question & answer,high
563,Y2,ما الذي تتحول إليه الوحيدات (Monocytes) بعد مغادرتها الدوران الدموي؟,Histology,Anatomy,بالعات,لمفاويات,الوحيدات لا تغادر الدوران,خلايا بديئة,ارومات ليفية,,A,ABCDE,correct question & answer,high
568,Y1,ما هو الشريان الذي ينتهي إليه الشريان الوجهي؟,Anatomy,Anatomy,الفكي,الوتدي الحنكي,الزاوي,الأنفي,,,C,ABCD,correct question & answer,high
571,Y1,على أي وجه يتوضع الثلم المهمازي؟,Anatomy,Anatomy,الانسي,الوحشي,السفلي,لا شيء مما سبق,,,A,ABCD,correct question & answer,high
575,Y2,ما هي العضلة التي يمر العصب تحت اللساني عميقاً منها في الناحية تحت الفك؟,Anatomy,Anatomy,الذقنية اللسانية .,البطن الأمامي لذات البطنين.,فرسية لامية.,إبرية لسانية.,لامية لسانية.,,E,ABCDE,correct question & answer,high
576,Y1,تحت أي قسم من أقسام التشريح يندرج التنبيب الرغامي؟,Anatomy,Anatomy,التشريح الجهازي.,التشريح التاجي.,التشريح التقني .,التشريح الوظيفي.,,,C,ABCD,correct question & answer,high
578,Y1,ما هي العظام التي يتشكل منها مفصل الركبة؟,Anatomy,Anatomy,المفصل بين عظمي الفخذ والظنبوب والمفصل بين عظمي الفخذ والرضفة.,المفصل بين عظمي الفخذ والظنبوب والمفصل بين عظمي الفخذ والرضفة والمفصل بين عظمي الظنبوب والشظية.,المفصل بين عظمي الفخذ والشظية والمفصل بين عظمي الفخذ والرضفة.,المفصل بين عظمي الفخذ والشظية والمفصل بين عظمي الشظية والظنبوب.,,,A,ABCD,correct question & answer,high
582,Y1,ماذا يحوي القسم الأمامي للثلم الأمامي الخلفي الأيسر للكبد؟,Anatomy,Anatomy,تلم الرباط المدور,تلم الرباط الوريدي,تلم الأجوف السفلي,ثلم المرارة,,,B,ABCD,correct question & answer,high
591,Y1,أين توجد انطباعات الشريان على عظام الجمجمة؟,Anatomy,Anatomy,السحائي اللاحق,السحائي الأوسط,السباتي الباطن,الشريان الزاوي,,,B,ABCD,correct question & answer,high
592,Y1,ما هو العصب الحركي للعضلات الماضغة؟,Anatomy,Anatomy,الأول,الخامس,الثالث,السابع,,,B,ABCD,correct question & answer,high
593,Y1,أين يقع الشق الحجاجي السفلي؟,Anatomy,Anatomy,الجناح البير والفكي العلوي,الجناح الصغير والفكي العلوي,الجناحان الكبير والصغير,الجناح الكبير والعظم الصدغي,,,A,ABCD,correct question & answer,high
597,Y1,ما هو العضو المتخصص بتشكيل الصوت والتدخل بالدور في الكلام؟,Anatomy,Anatomy,الفم,الحنجرة,المريء,الأنف,,,B,ABCD,correct question & answer,high
603,Y1,ما هو رقم العصب القحفي المتواسط بإفراز الغدد الدمعية واللعابية؟,Anatomy,Anatomy,السابع,الخامس,الثالث,الأول,,,A,ABCD,correct question & answer,high
609,Y1,أين تتوضع الصفيحة الأفقية للعظم الغربالي؟,Anatomy,Anatomy,الثلمة الغربالية في العظم الوتدي.,الثلمة الغربالية في العظم الغربالي.,الثلمة الغربالية في العظم الدمعي.,الثلمة الغربالية في العظم الجبهي.,,,C,ABCD,correct question & answer,high
612,Y1,ما هو لون لب الكظر؟,Anatomy,Anatomy,بني غامق,أبيض,مائل للصفرة,رمادي,,,A,ABCD,correct question & answer,high
632,Y1,ما هي العضلة التي تعد من العضلات الوحشية للساق وقد تعد أيضاً من العضلات الأمامية للساق؟,Anatomy,Anatomy,العضلة الشظوية الطويلة,العضلة الشظوية القصيرة,العضلة الشظويةالثالثة,العضلة الظنبوبية الأمامية,,,C,ABCD,correct question & answer,high
635,Y2,ما هي أول خلايا كبدية تتأثر في حالة الإصابة بنقص الأكسجة؟,Histology,Anatomy,الخلايا الكبدية المحيطية,الخلايا الكبدية المركزية,كلا˝ من a و .b,لا تتأثر خلايا كبدية.,,,B,ABCD,correct question & answer,high
636,Y1,ما هي العضلات الطويلة التي تربط الفقرات مع بعضها؟,Anatomy,Anatomy,عضلات جدار البطن الأمامي,عضلات العمود الفقري,عضلات الصدر السطحية,عضلات الصدر العميقة,,,B,ABCD,correct question & answer,high
640,Y1,ما اسم الطية الجلدية التي تغطي رأس القضيب؟,Anatomy,Anatomy,الحشفة,لفافة بوك,القلفة,البصلة,,,C,ABCD,correct question & answer,high
644,Y1,من أين يتفرع الشريان الأكليلي الأيمن والأيسر؟,Anatomy,Anatomy,الأبهر الصاعد,الأبهر الصدري,الأبهر البطني,الأبهر النازل,,,A,ABCD,correct question & answer,high
647,Y1,ما هي أصغر الفروع الأمامية للأبهر البطني؟,Anatomy,Anatomy,الجذع البطني,المساريقي العلوي,المساريقي السفلي,الشريان الكظري,,,C,ABCD,correct question & answer,high
655,Y1,ما الألياف التي تربط التلافيف والفصوص في نصف كرة مخية واحد؟,Anatomy,Anatomy,إسقاطية,ترابطية,صوارية,التقائية,,,B,ABCD,correct question & answer,high
656,Y1,ما هي ميزابة النبض الموجودة بين أوتار العضلات؟,Anatomy,Anatomy,العضدية الكعبرية قابضة الرسغ الكعبرية,العضدية الزندية باسطة الرسغ الزندية,المرفقية الاستلقائية,الكأبة المربعة الكأبة المدورة,,,A,ABCD,correct question & answer,high
