,﻿id,level,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,question_old,answer_text,question
354,355,Y1,Anatomy,Anatomy,مستوى المزلاج,مستوى الوصل البصلي الجسري,مستوى الدماغ المتوسط,مستوى منتصف الجسر,,,C,ABCD,اضيق قسم في جذع الدماغ,مستوى الدماغ المتوسط,ما هو أضيق قسم في جذع الدماغ؟
357,358,Y1,Anatomy,Anatomy,الفص الصدغي.,الفص الجداري.,الفص القذالي.,فص الجزيرة.,,,B,ABCD,يقع التلفيف خلف المركزي في :,الفص الجداري.,أين يقع التلفيف خلف المركزي؟
360,361,Y1,Anatomy,Anatomy,الحس الجسدي الأولية,الحركة الأولية,الحس الثانوي,السمع,,,A,ABCD,التلفيف خلف المركزي يحوي باحة :,الحس الجسدي الأولية,ما هي الباحة التي يحويها التلفيف خلف المركزي؟
366,367,Y1,Anatomy,Anatomy,الخيطية,الفطرية,الورقية,المحوطة,,,A,ABCD,أصغر الحليمات الذوقية وأكثرها عدداً:,الخيطية,ما هي أصغر الحليمات الذوقية وأكثرها عدداً؟
367,368,Y1,Anatomy,Anatomy,عضلات الزنار الحوضي الأمامية,عضلات الزنار الحوضي الخلفية,عضلات الزنار الحوضي الأنسية,عضلات الزنار الحوضي الوحشية,,,A,ABCD,العضلة الحرقفية تنتمي لـ:,عضلات الزنار الحوضي الأمامية,ما هي المجموعة العضلية التي تنتمي إليها العضلة الحرقفية؟
371,372,Y1,Anatomy,Anatomy,جذع الدماغ,الدماغ البيني,الدماغ الانتهائي,المخيخ,,,A,ABCD,القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية هو:,جذع الدماغ,ما هو القسم المسؤول عن تنظيم الفعالية الحياتية الذاتية؟
372,373,Y1,Anatomy,Anatomy,الخلط الماني,الخلط الزجاجي,العدسة,الشبكية,,,B,ABCD,ما هي المادة شبيهة بالهلام يشغل أربعة أخماس المقلة :,الخلط الزجاجي,ما هي المادة شبيهة بالهلام التي تشغل أربعة أخماس المقلة؟
373,374,Y2,Histology,Anatomy,الأنوية جانب البصرية,الأنوية فوق البصرية,الأنوية فوق البطينية,الأنوية جانب البطينية,,,B,ABCD,يتم إفراز الهرمون المضاد للإدرار ADH من عصبونات تقع أجسامها في :,الأنوية فوق البصرية,أين تقع أجسام العصبونات التي تفرز الهرمون المضاد للإدرار ADH؟
376,377,Y1,Anatomy,Anatomy,العضلات الماضغة,عضلات الوجه التعبيرية,عضلات العنق,لا شئ مما سبق,,,B,ABCD,عضلات لها منشأ عظمي وترتكز على باطن جلد الوجه:,عضلات الوجه التعبيرية,ما هي العضلات التي لها منشأ عظمي وترتكز على باطن جلد الوجه؟
377,378,Y1,Anatomy,Anatomy,فروع الشريان المساريقي العلوي,فروع الجذع الزلاقي,فروع شريان المساريقي السفلي,فروع تاتي من الابهر مباشرة,,,B,ABCD,. تاتي التروية الرئيسية للمعدة من,فروع الجذع الزلاقي,ما هو مصدر التروية الرئيسية للمعدة؟
379,380,Y1,Anatomy,Anatomy,المري,المعي الدقيق,الكولون,البلعوم,,,B,ABCD,أطول أجزاء أنبوب الهضم هي:,المعي الدقيق,ما هي أطول أجزاء أنبوب الهضم؟
381,382,Y1,Anatomy,Anatomy,البطين الأيمن,الأذينة اليسرى,الأذينة اليمنية,البطين الأيسر,,,A,ABCD,ينشأ الجذع الرئوي من :,البطين الأيمن,من أين ينشأ الجذع الرئوي؟
382,383,Y1,Anatomy,Anatomy,السلخي,المشمري,الخصيوي,الذكري,,,B,ABCD,رفع الخصية والصفن للأعلى يدعى المنعكس,المشمري,ما هو اسم المنعكس الذي يحدث عند رفع الخصية والصفن للأعلى؟
388,389,Y1,Anatomy,Anatomy,النردي,العقب,الزورقي,القعب,,,A,ABCD,على وجهه السفلي تلم لمرور وتر الشظية الطويلة :,النردي,ما هو العظم الذي يحتوي على تلم في وجهه السفلي لمرور وتر الشظية الطويلة؟
391,392,Y1,Anatomy,Anatomy,الشرسوفية,الخثلية,السرية,المغبنية,,,C,ABCD,المنطقة المتوسطة من نواح البطن:,السرية,ما هي المنطقة المتوسطة من نواحي البطن؟
393,394,Y1,Anatomy,Anatomy,فوهة مثلث الشرف,فوهة التاجي,الفوهة الرئوية,الفوهة الأبهرية,,,B,ABCD,يصل بين الأذينة اليسرى والبطين الأيسر :,فوهة التاجي,ما الذي يصل بين الأذينة اليسرى والبطين الأيسر؟
394,395,Y2,Anatomy,Anatomy,العضلة المربعة القطنية.,العضلة الحرقفية.,العضلة الإليوية الوسطى.,العضلة رباعية الرؤوس الفخذية.,كل ما سبق خاطئ.,,A,ABCDE,يعطي الرباط الحرقفي القطني منشأ ل:,العضلة المربعة القطنية.,ما الذي يعطي الرباط الحرقفي القطني منشأ له؟
398,399,Y1,Anatomy,Anatomy,الألدستيرون,الكورتيزول,الأندروجين,الكالسيتونين,,,B,ABCD,يحفز ACTH إفراز :,الكورتيزول,ماذا يحفز ACTH إفرازه؟
400,401,Y1,Anatomy,Anatomy,الموثي,الغشاني,البصلي,الإسفنجي,,,A,ABCD,أكثر أقسام الإحليل قابلية للتمدد وأعرضها,الموثي,ما هو أكثر أقسام الإحليل قابلية للتمدد وأعرضها؟
401,402,Y1,Anatomy,Anatomy,من العظمين الوركيين و العجز.,من العظمين الوركيين والعظمين الفخذيين.,من العجز و العظمين الفخذيين.,من العظمين الوركيين.,,,A,ABCD,مما يتكون الزنار الحضي:,من العظمين الوركيين و العجز.,مما يتكون الزنار الحوضي؟
402,403,Y1,Anatomy,Anatomy,أمام التلفيف الجانبي.,في التلفيف أمام المركزي .,خلف شق رولاندو.,في قص الجزيرة.,,,B,ABCD,تقع الباحة الحركية الأولية:,في التلفيف أمام المركزي .,أين تقع الباحة الحركية الأولية؟
411,412,Y1,Anatomy,Anatomy,الخياطية,الرشيقة,المقربة الكبيرة,المقربة الطويلة,,,A,ABCD,. عضلة مسؤولة عن قبض الفخذ وقبض الساق,الخياطية,ما هي العضلة المسؤولة عن قبض الفخذ وقبض الساق؟
419,420,Y1,Anatomy,Anatomy,النكفية,تحت الفك السفلى,تحت اللسان,الثانوية,,,C,ABCD,تتوضع تحت الطية اللسانية الغدة,تحت اللسان,أين تتوضع الغدة تحت الطية اللسانية؟
423,424,Y1,Anatomy,Anatomy,على الوجه السفلي لجسم العظم الوتدي.,على الوجه العلوي لجسم العظم الوتدي.,على الوجه الأمامي لجسم العظم الصدغي.,على الوجه الخلفي لجسم العظم الوتدي.,,,B,ABCD,يتوضع السرج التركي:,على الوجه العلوي لجسم العظم الوتدي.,أين يتوضع السرج التركي؟
425,426,Y1,Anatomy,Anatomy,الجسم,الميزابة,العنق,الرأس,,,C,ABCD,القسم مع الضلع الواقع بين الرأس والحدبية:,العنق,ما هو القسم مع الضلع الواقع بين الرأس والحدبية؟
442,443,Y1,Anatomy,Anatomy,31,31 شفعا,12,15,,,A,ABCD,عدد شدف النخاع الشوكي :,31,كم عدد شدف النخاع الشوكي؟
449,450,Y1,Anatomy,Anatomy,الحلقية الطرجهالية الوحشية,الحلقية الطرجهالية الخلفية,الطرجهالية المستعرضة,الطرجهالية المائلة,,,B,ABCD,العضلة الموسعة المسؤولة عن فتح الحنجرة :,الحلقية الطرجهالية الخلفية,ما هي العضلة الموسعة المسؤولة عن فتح الحنجرة؟
452,453,Y1,Anatomy,Anatomy,الحويضة,النفرون,القشر,اللب,,,A,ABCD,القسم العلوي المتسع من الحالب بدعى,الحويضة,ما يُدعى القسم العلوي المتسع من الحالب؟
467,468,Y1,Anatomy,Anatomy,الحفرة تحت الكتف,الحفرة تحت الشوك,الحفرة فوق الكتف,الحفرة فوق الشوك,,,B,ABCD,نقطة التعظم البدئية في لوح الكتف توجد في :,الحفرة تحت الشوك,أين توجد نقطة التعظم البدئية في لوح الكتف؟
468,469,Y1,Anatomy,Anatomy,الابطي,المأبضي,العضدي,القاعدي,,,A,ABCD,يستمر الشريان تحت الترقوة بالشريان:,الابطي,ما هو الشريان الذي يستمر به الشريان تحت الترقوة؟
473,474,Y2,Anatomy,Anatomy,اللساني .,الوجهي.,الوجهي المعترض.,الفكي .,الصدغي السطحي.,,B,ABCDE,الشعور بالنبض عند الحافة السفلية للفك السفلي أمام العضلة الماضفة للشريان: (2015 أولى),الوجهي.,ما هو الشريان الذي يمكن الشعور بنبضه عند الحافة السفلية للفك السفلي أمام العضلة الماضغة؟
488,489,Y1,Anatomy,Anatomy,القاعدي,السباتي الظاهر,الفقري,السباتي الباطن,,,A,ABCD,الشريان المخي الخلفي فرع:,القاعدي,ما هو الشريان الذي يعتبر الشريان المخي الخلفي فرعاً منه؟
500,501,Y1,Anatomy,Anatomy,الكبد,الجلد,المعي الدقيق,الكولون,,,B,ABCD,أكبر أعضاء الجسم وزناً ومساحة :,الجلد,ما هو أكبر أعضاء الجسم وزناً ومساحة؟
504,505,Y1,Anatomy,Anatomy,المخ,الدماغ,المخيخ,جذع الدماغ,,,A,ABCD,يشكل نصفي الكرة المخية مع الدماغ البيني:,المخ,ما الذي يشكله نصفا الكرة المخية مع الدماغ البيني؟
509,510,Y1,Anatomy,Anatomy,الانحناء الصغير,الثرب الصغير,الانحناء الكبير,الجسم,,,C,ABCD,من الفؤاد إلى البواب الحافة اليسرى للمعدة:,الانحناء الكبير,ما هو اسم الحافة اليسرى للمعدة التي تمتد من الفؤاد إلى البواب؟
514,515,Y1,Anatomy,Anatomy,الفقري,القاعدي,السباتي الباطن,مسبع ويليس,,,A,ABCD,ينشأ الشريان الشوكي الأمامي من :,الفقري,ما هو مصدر نشأة الشريان الشوكي الأمامي؟
516,517,Y1,Anatomy,Anatomy,المعدة والكبد,الكبد والطحال,المعدة والطحال,المعدة والقولون المستعرض,,,A,ABCD,. يقع الثرب الصغير بين:,المعدة والكبد,أين يقع الثرب الصغير؟
525,526,Y1,Anatomy,Anatomy,الدماغ المتوسط .,البصلة.,المخيخ.,الجسر.,,,A,ABCD,أين تقع صفيحة الأكيمات :,الدماغ المتوسط .,أين تقع صفيحة الأكيمات؟
528,529,Y1,Anatomy,Anatomy,الحس الجسدي الأولية,الحركة الأولية,الحس الثانوي,السمع,,,A,ABCD,التلفيف خلف المركزي يحوي باحة:,الحس الجسدي الأولية,ما هي الباحة التي يحويها التلفيف خلف المركزي؟
