id,level,question,specialty,umbrella_specialty,opa,opb,opc,opd,ope,opf,answer,group,keep,Reason ,Confidence 
150,Y2,ما يلي يعتبر مثالا للنسيج العامة الكثيفة المنتظمة:,Histology,Anatomy,Perichondrium,Periosteum,الأم الجافية في الدماغ.,كل ما سبق خطا.,Tendons,,E,ABCDE,no,answer in english,high
151,Y1,من صفات الغدد اللعابية الداخلية عدا:,Anatomy,Anatomy,لها دور في إفراز اللعاب الثانوي,تتوضع ضمن الغشاء المخاطي للسان بشكل رئيسي,تصب مفرزاتها مباشرة بالفم,ترطب الفم خارج أوقات الطعام,,,B,ABCD,no,"""ما عدا""",high
153,Y2,تتصف الأمعاء الغليظة بما يلي ما عدا :,Anatomy,Anatomy,تشمل الأعور والقولون والمستقيم والقناة الشرجية.,التروية الشريانية من تفرعات الشريان المسار في العلوي والسفلي.,يتميز القولون المستعرض بدرجة جيدة من الحركة لأنه يملك مساريقي .,يتميز القولون السيني بدرجة جيدة من الحركة لانه يملك مساريقا.,يتميز الأعور بدرجة جيدة من الحركة لأنه يملك مساريقا.,,E,ABCDE,no,"""ما عدا""",high
154,Y1,فرع الفك السفلي (الخاطئة):,Anatomy,Anatomy,حافته العلوية تسمى بثلمة الفك العلوي.,يتصل بجسم الفك السفلي .,له وجهان .,الرأد.,,,A,ABCD,no,infinite answers,high
155,Y1,وظائف الميلاتونين ماعدا :,Anatomy,Anatomy,ينظم الإيقاعات اليومية,ينظم درجة الحرارة والتناسل,يزيد الاستقلاب,ينظم الوظيفة القلبية,,,C,ABCD,no,"""ما عدا""",high
156,Y1,الطيتان الصوتيتان :,Anatomy,Anatomy,شريطان عضليان غشائيان متحركان,لونهما ابيض صدفي,يتمادى من زاوية الغضروف الدرقي اماميا الى الناتئ الصوتي للخلف,كل ما سبق صحيح,,,D,ABCD,no,choose the right answer,high
158,Y2,يمر ضمن الغمد السباتي ويعطي فروعاً لمعظم عضلات الحنك.,Anatomy,Anatomy,العصب ظهر الكتف,العصب اللاحق (الشوكي),العصب المبهم,العصب الحجابي,لا شيء مما سبق,,C,ABCDE,no,indirect question,high
160,Y2,تتواجد العناصر التاليه فى المثلث الخلفى للعنق ما عدا:,Anatomy,Anatomy,شريان ظهر الكتف,الشريان الغذائى,عصب فوق الكتف,الضفيرة الرقبية,العروة القبيه,,E,ABCDE,no,"""ما عدا""",high
162,Y2,ال endoneurium :,Histology,Anatomy,يتألف من عدة طبقات من خلايا مسطحة ظهارية الشكل تنتجه خلايا شوان,يحيط بمجموعة من المحاوير ضمن العصب,كل ما سبق خطأ,كل ما سبق صحيح,,,B,ABCDE,no,infinite answers,high
164,Y2,كل مايلي صحيح عن التهاب البوق عدا:,Histology,Anatomy,salpingitis هو.,الأضرار المخاطية تؤدي إلى العقم(Infertility)اوالحمل خارج الرحم (octopi).,ال تؤدي إلى الموت في حال حدوث الحمل البوقي.,اسمه الاخر salpinges.,,,C,ABCD,no,"""ما عدا""",high
165,Y2,العبارة الصحيحة عن الرئتين:,Anatomy,Anatomy,تغذي الشرايين القصبية النسيج الضام للرئة.,الألياف الودية تضيق القصبات.,الألياف اللاودية توسع القصبات.,القصبة اليسرى أكثر عمودية من اليمني.,يصعد جذر الرئتين في الشهيق.,,A,ABCDE,no,choose the right answer,high
169,Y2,مفصل الورك : (نموذج د. جمال,Anatomy,Anatomy,نموذج PIVOT,المحفظة تغطي كامل عنق الفخذ,فيه رباط داخل المفصل,الخلع الخلقي قد يكون أمامي,,,c,ABCDE,no,indirect question,high
170,Y1,تحوي صدفة العظم الصدغي ما يلي عدا:,Anatomy,Anatomy,الصماخ السمعي الداخلي,انطباعات الشريان السحائي الأوسط,الناتئ الوجني,انطباعات الشريان الصدغي الأوسط,,,A,ABCD,no,"""ما عدا""",high
171,Y2,تتواجد الـ myoepithelial cells فى :,Histology,Anatomy,غدة الثدي.,الغدد العرقية.,الغدد اللعابية.,كل ما سبق صحيح.,كل ما سبق خط.,,C,ABCDE,no,choose the right answer,high
172,Y1,العظم القذالي :,Anatomy,Anatomy,عظم مفرد.,سطحه الخارجي مقعر.,سطحه الداخلي محدب.,يشغل القسم الامامي العلوي للقحف .,,,A,ABCD,no,infinite answers,high
173,Y1,يؤدي تفعيل الجملة الودية لما يلي عدا:,Anatomy,Anatomy,نقص المفرزات,توسع الأوعية المحيطة وارتفاع الضغط,تثبيط حركية السبيل الهضمي,تسرع تنفس,,,B,ABCD,no,"""ما عدا""",high
174,Y1,. اي من الفعاليات التالية تشارك بها البصلة,Anatomy,Anatomy,منعكس السعال,التوازن,منعكس الحدقة,الذوق,,,A,ABCD,no,choose the right answer,high
176,Y2,اختار الجواب الصحيح اذا كان هناك جوابا صحيحا واحدا فقط أو اختر الجواب الأكثر شمولا وتكاملا اذا كان هناك أكثر من جواب صحيح,Histology,Anatomy,تتكون جسيمات نسل من شبكة التوبلازمية خشنة,تتكون جسيمات نسل من ريبوسومات,تتكون جسيمات نسل من حويصلات الاتصال,تتكون جسيمات نسل من لايبوبروتينات,تتكون جسيمات نسل من غلايكوجينات,,A,ABCDE,no,choose the right answer,high
177,Y2,تتصل الجيوب التالية بالجوف الأنفي على الصماخ الأوسط عدا: (2016أولى),Anatomy,Anatomy,الوتدي.,الغربالي الأمامي.,الغربالي الأوسط.,الفكي العلوي.,الغربالي الخلفي,,a,ABCDE,no,"""ما عدا""",high
179,Y2,تصادف Stratified squamous nonkeratinized epithelium في,Histology,Anatomy,mouth,. urinary bladder,esophagus,الأول والثالث,كل ماسبق صحيح,,D,ABCDE,no,choose the right answer,high
180,Y1,كل ما يلي حول نقاط التعظم لعظام الرسغ صحيحة عدا :,Anatomy,Anatomy,في السنة الأولى العظم الكبير.,بين السنة الثالثة والسادسة العظم الهلالي.,في السنة الرابعة العظم الكلابي.,بين العاشرة والرابعة عشرة العظم الكلابي.,,,C,ABCD,no,"""ما عدا""",high
182,Y1,يفرز المبيض ما يلي عدا :,Anatomy,Anatomy,ريلاكسين,بروجيسترون,إنهيبين,استروجين,,,A,ABCD,no,"""ما عدا""",high
186,Y1,الغدة النخامية :,Anatomy,Anatomy,تتواجد في السرج التركي التابع للعظم الوتدي,تتصل مع الوطاء عبر,لها قسمين Adenohypophysis Neurohpophysisg وقسم ثالث ضافر,كل ما سبق صحيح,,,D,ABCD,no,choose the right answer,high
187,Y2,في النسيج العظمي,Histology,Anatomy,تحوي العظام على 70 %من كلس العضوية.,تحوي العظام على 80% من كلس العضوية,تحوي العظام على 90% من كلس العضوية.,تحوي العظام على 99% من كل العضوية.,كل ما سبق خطأ.,,D,ABCDE,no,infinite answers,high
188,Y2,الشريان العضدي : (2016 أولى),Anatomy,Anatomy,سطحي التوضع نسبيا.,يعطي أربعة فروع هامة.,ينتهي بمستوى رأس الكعبرة.,العصب الناصف يقع أنسي الشريان على طول مساره.,,,a,ABCDE,no,infinite answers,high
189,Y1,- العضلات الوربية :,Anatomy,Anatomy,تتوضع في طبقتين,مهمتها ربط الأضلاع ببعضها,تعتبر عضلة الشهيق الرئيسية,تدعى العضلات بين الأضلاع,,,C,ABCD,no,infinite answers,high
190,Y1,ما يلي صح بالنسبة للقسم الخشاني للصدغي عدا:,Anatomy,Anatomy,يتمادي بالناتئ الأبري,يحوي ثلم ذات البطنين,عليه انطباع الجيب السيني,يحوي خلايا خشانية,,,A,ABCD,no,"""ما عدا""",high
191,Y1,الفعاليات التالية مركزها في الجسر ماعدا :,Anatomy,Anatomy,تفاعل الحدقة مع الضوء,الذوق,إفراز اللعاب و الدمع,المضغ,,,A,ABCD,no,"""ما عدا""",high
192,Y1,ميزابة النبض بين أوتار العضلات:,Anatomy,Anatomy,العضدية الكعبرية / قابضة الرسغ الكعبرية,العضدية الزندية / قابضة الرسغ الزندية,المرفقية / الاستلقانية,الكابة المربعة / الكابة المدورة,,,A,ABCD,no,infinite answers,high
195,Y2,اختر الإجابة الصحيحة حول Follicular Theca,Histology,Anatomy,يقسم إلى ثلاث طبقات.,هو عبارة عن تمايز الخلايا اللحمية المحيطة مباشرة بالجريب الأولي النامي,تقوم خلايا بإفراز LH.,كل ما سبق صحيح.,,,B,ABCD,no,choose the right answer,high
197,Y1,ما يلي من عضلات الساعد الأمامية العميقة عدا:,Anatomy,Anatomy,الراحية,قابضة الابهام الطويلة,الكابة المربعة,قابضة الأصابع العميقة,,,A,ABCD,no,"""ما عدا""",high
198,Y1,كل ما يلي صحيح عن العصب الوجهي:,Anatomy,Anatomy,هو العصب السابع.,حركي لعضلات الوجه التعبيرية.,يعصب القترائية.,يحمل تعصيبا حاسيا .,,,C,ABCD,no,indirect question,high
199,Y2,الكبد تشمع Cirrhosis,Histology,Anatomy,غير قابل للعكس,يؤدي لقصور كبد مميت,فيروس الكبد B والبلهارسيا اهم مسبباته,كل ما سبق صحيح,,,D,ABCD,no,choose the right answer,high
200,Y1,كل ما يلي صحيح عن الغدة النخامية عدا :,Anatomy,Anatomy,تتألف من ثلاث مناطق رئيسية : النخامي الأمامية والخلفية والوسطى,وزنها نصف غرام,تتصل مع الوطاء عن طريق القمع,تدعى HYPOPHYSIS,,,A,ABCD,no,"""ما عدا""",high
204,Y1,عندما يتجه أخمص القدم نحو الأسفل :,Anatomy,Anatomy,PLANTIFLEXION .,INVERSION .,DORSIFLEXION .,RECTRRACTION.,,,A,ABCD,no,answer in english,high
205,Y1,كل ما يلي حواف العضد عدا:,Anatomy,Anatomy,خلفية,انسية,وحشية,أمامية,,,A,ABCD,no,"""ما عدا""",high
207,Y2,تنصف تروية العلج بما يلي ما عدا:,Anatomy,Anatomy,تتوضع الأوعية في التقعر بين العلج والمطكلة.,الشريان المعثكلي الطجي العلوي فرع الشريان المعدي العفجي.,الشريان المعثكلي العفجي السفلي فرع الشريان المساريقي العلوي.,الوريد المطكلي العفجي العلوي يصب في وريد الباب,تنزح لمف النصف العلوي من المطكلة إلى العقد,,E,ABCDE,no,"""ما عدا""",high
211,Y1,. يقع بين الطيتين الدهليزيتين والصوتيتين,Anatomy,Anatomy,Laryngeal ventricles,Laryngeal vestiulum,Glottis,Infraglottic cavity,,,A,ABCD,no,answer in english,high
212,Y2,المري :,Anatomy,Anatomy,يبدأ عند مستوى الفقرة الرقبية السابعة,يجتاز الحجاب الحاجز عند مستوى الفقرة الصدرية T10,توجد الفتحة المريئية في السويقة اليسرى,كل ما سبق صحيح,كل ما سبق خاطئ,,B,ABCDE,no,indirect question,high
213,Y1,كل ما يلي من طيات الأم الجافية عدا :,Anatomy,Anatomy,الخيمة المخية,مشول المخيخ,الخيمة المخيخية,مشول المخ,,,A,ABCD,no,"""ما عدا""",high
214,Y1,- كل مما يلي من الحركات الخاصة بالقدم ما عدا :,Anatomy,Anatomy,Flexion,Eversion,Dorsiflexion,Inversion,,,A,ABCD,no,"""ما عدا""",high
216,Y2,يتميز النبيب المعوج القريب بما يلي عدا :,Histology and Anatomy,Anatomy,أطول من النبيب المعوج البعيد,خلايا ظهارته محبة للحمض,ينشأ من القطب الوعائي لمحفظة بومان,نجد في المقطع العرضي 3-5 نوى كروية,,,C,ABCDE,no,"""ما عدا""",high
